         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(Path)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(Parameter)
       16    0.000    0.000    0.000    0.000 ticker.py:516(set_useOffset)
       35    0.000    0.000    0.000    0.000 backend_bases.py:1077(set_snap)
        3    0.000    0.000    0.000    0.000 legend_handler.py:182(__init__)
        2    0.000    0.000    0.000    0.000 {restoreOverrideCursor}
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
       46    0.000    0.000    0.000    0.000 {built-in method math.radians}
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:358(beta_gen)
        6    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        3    0.000    0.000    0.000    0.000 artist.py:657(set_clip_box)
        2    0.000    0.000    0.000    0.000 {resizeEvent}
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
       19    0.000    0.000    0.000    0.000 backend_bases.py:510(get_image_magnification)
        2    0.000    0.000    0.000    0.000 _base.py:2938(get_xscale)
        1    0.000    0.000    0.000    0.000 font_manager.py:615(FontProperties)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        2    0.000    0.000    0.000    0.000 artist.py:900(set_label)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Verbose)
        4    0.000    0.000    0.000    0.000 rcsetup.py:550(validate_negative_linestyle_legacy)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        4    0.000    0.000    0.000    0.000 {built-in method size}
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 interpolate.py:321(interp1d)
        1    0.000    0.000    0.000    0.000 pyplot.py:542(make_active)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 fftpack_version.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        8    0.000    0.000    0.000    0.000 ticker.py:1523(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:1015(FontManager)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        2    0.000    0.000    0.000    0.000 model.py:257(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:796(_string_to_bool)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
       23    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       63    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 inspect.py:2680(Signature)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 __init__.py:962(update)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        7    0.000    0.000    0.000    0.000 rrule.py:68(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 {closeEvent}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:1340(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:510(notify_axes_change)
        2    0.000    0.000    0.000    0.000 sre_parse.py:963(expand_template)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:427(rv_frozen)
        3    0.000    0.000    0.000    0.000 cbook.py:1318(__init__)
        1    0.000    0.000    0.000    0.000 image.py:266(changed)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:573(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 enum.py:544(_missing_)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4154(__ilshift__)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        6    0.000    0.000    0.000    0.000 patches.py:490(set_hatch)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DescribeResult)
       11    0.000    0.000    0.000    0.000 rcsetup.py:76(_listify_validator)
        1    0.000    0.000    0.000    0.000 colors.py:556(_set_extremes)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:393(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:551(destroy)
       16    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 dok.py:28(dok_matrix)
        7    0.000    0.000    0.000    0.000 nonlin.py:1505(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1975(gamma_gen)
        1    0.000    0.000    0.000    0.000 cbook.py:1373(bubble)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 backend_agg.py:128(_update_methods)
        1    0.000    0.000    0.000    0.000 animation.py:816(Animation)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 chebyshev.py:2036(Chebyshev)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1427(wishart_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 transforms.py:2382(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 widgets.py:1639(RectangleSelector)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:139(__getitem__)
        8    0.000    0.000    0.000    0.000 image.py:130(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        1    0.000    0.000    0.000    0.000 textpath.py:27(TextToPath)
        1    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        1    0.000    0.000    0.000    0.000 dates.py:290(bytespdate2num)
        1    0.000    0.000    0.000    0.000 _base.py:1334(set_anchor)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:71(<listcomp>)
       23    0.000    0.000    0.000    0.000 {built-in method math.cos}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:47(_w_long)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
       10    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1810(Hermite)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        1    0.000    0.000    0.000    0.000 <string>:5(LinregressResult)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolQuit)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:213(_timer_set_interval)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        2    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:216(DifferentialEvolutionSolver)
        8    0.000    0.000    0.000    0.000 cbook.py:418(__eq__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:602(validate_hinting)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        3    0.000    0.000    0.000    0.000 transforms.py:327(_get_p1)
        1    0.000    0.000    0.000    0.000 backend_bases.py:199(RendererBase)
        1    0.000    0.000    0.000    0.000 figure.py:427(set_tight_layout)
       30    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1807(HermiteE)
        1    0.000    0.000    0.000    0.000 core.py:6248(MaskedConstant)
        1    0.000    0.000    0.000    0.000 ltisys.py:1042(ZerosPolesGain)
        1    0.000    0.000    0.000    0.000 <string>:5(BinnedStatistic2dResult)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1283(TextWithDash)
       12    0.000    0.000    0.000    0.000 backend_bases.py:994(set_dashes)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        1    0.000    0.000    0.000    0.000 __init__.py:1251(Logger)
       22    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 ltisys.py:652(TransferFunction)
        1    0.000    0.000    0.000    0.000 ltisys.py:1381(StateSpace)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(HistogramResult)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 mathtext.py:2058(Ship)
        2    0.000    0.000    0.000    0.000 signal.py:35(_enum_to_int)
        4    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 sputils.py:15(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(CumfreqResult)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
       19    0.000    0.000    0.000    0.000 backend_bases.py:1071(set_gid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolViewsPositions)
        4    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        4    0.000    0.000    0.000    0.000 rcsetup.py:870(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 collections.py:1284(EventCollection)
       23    0.000    0.000    0.000    0.000 text.py:630(get_wrap)
       23    0.000    0.000    0.000    0.000 text.py:808(get_color)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1371(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:74(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setChecked}
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 <string>:5(BinnedStatisticResult)
