         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:285(Metropolis)
        1    0.000    0.000    0.000    0.000 ltisys.py:1241(ZerosPolesGainContinuous)
        1    0.000    0.000    0.000    0.000 ltisys.py:1613(StateSpaceContinuous)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 fitpack2.py:517(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:994(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1056(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 Image.py:455(_E)
        1    0.000    0.000    0.000    0.000 model.py:171(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:217(RawFunctionType)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3201(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 __init__.py:697(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 cbook.py:914(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:1291(maxdict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3082(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3362(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4277(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4342(Suppress)
        1    0.000    0.000    0.000    0.000 colors.py:703(ListedColormap)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 pyplot.py:132(_NotIPython)
        1    0.000    0.000    0.000    0.000 artist.py:512(set_url)
        2    0.000    0.000    0.000    0.000 artist.py:627(get_figure)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        1    0.000    0.000    0.000    0.000 mlab.py:3055(FormatDate)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 lines.py:1503(VertexSelector)
        1    0.000    0.000    0.000    0.000 ticker.py:1562(MultipleLocator)
        3    0.000    0.000    0.000    0.000 font_manager.py:1157(score_variant)
        1    0.000    0.000    0.000    0.000 patches.py:2018(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2048(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2807(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2844(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:3423(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3765(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3852(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3955(Wedge)
        1    0.000    0.000    0.000    0.000 widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 mathtext.py:1300(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
        1    0.000    0.000    0.000    0.000 backend_tools.py:300(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:74(set_height_ratios)
        1    0.000    0.000    0.000    0.000 figure.py:827(fixitems)
        1    0.000    0.000    0.000    0.000 dates.py:576(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1233(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1300(SecondLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:64(weekday)
        1    0.000    0.000    0.000    0.000 win.py:190(tzwin)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 offsetbox.py:292(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:336(VPacker)
        1    0.000    0.000    0.000    0.000 scale.py:87(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:144(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:275(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:426(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:451(LogisticTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method x}
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 _internal.py:233(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 pathlib.py:957(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 arrayprint.py:731(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1574(RootLogger)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:41(KnownFailureException)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:356(RClass)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 core.py:826(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:859(__init__)
        1    0.000    0.000    0.000    0.000 core.py:869(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_void)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 quadpack.py:717(_RangeFunc)
        1    0.000    0.000    0.000    0.000 arpack.py:308(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:378(_SymmetricArpackParams)
        2    0.000    0.000    0.000    0.000 _onenormest.py:109(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _hungarian.py:110(_Hungary)
        1    0.000    0.000    0.000    0.000 ltisys.py:2493(Bunch)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1123(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1209(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 reduction.py:100(DupHandle)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:286(ArrayType)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:62(RankFilter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:313(FitDataError)
        1    0.000    0.000    0.000    0.000 __init__.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:2338(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2358(_InstanceMethodPickler)
        2    0.000    0.000    0.000    0.000 rcsetup.py:107(validate_any)
        1    0.000    0.000    0.000    0.000 rcsetup.py:326(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2482(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2523(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3138(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 collections.py:1101(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 mlab.py:3020(FormatInt)
        1    0.000    0.000    0.000    0.000 ticker.py:303(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:429(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1042(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:2327(AutoMinorLocator)
        3    0.000    0.000    0.000    0.000 font_manager.py:1140(score_style)
        1    0.000    0.000    0.000    0.000 patches.py:2071(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2109(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2128(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2242(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2946(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3456(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3569(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3683(BracketA)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1360(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3006(release)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3335(StatusbarBase)
        1    0.000    0.000    0.000    0.000 widgets.py:2215(Lasso)
        1    0.000    0.000    0.000    0.000 mathtext.py:237(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:1311(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1320(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1434(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1818(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1829(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1981(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 backend_tools.py:354(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 gridspec.py:134(<listcomp>)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 dates.py:1180(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1280(MinuteLocator)
        4    0.000    0.000    0.000    0.000 rrule.py:78(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:257(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:501(HandlerStem)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1105(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 scale.py:106(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:158(LogTransform)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:159(Show)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:13(UiSubplotTool)
        1    0.000    0.000    0.000    0.000 _internal.py:671(TooHardError)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:962(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:380(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:402(OleDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        2    0.000    0.000    0.000    0.000 index_tricks.py:658(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 core.py:851(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:890(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:906(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 extras.py:1478(mr_class)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:19(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:730(_OptFunc)
        1    0.000    0.000    0.000    0.000 _ode.py:618(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 arpack.py:596(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:900(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:938(IterInv)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 ltisys.py:900(TransferFunctionContinuous)
        1    0.000    0.000    0.000    0.000 ltisys.py:1309(ZerosPolesGainDiscrete)
        1    0.000    0.000    0.000    0.000 fitpack2.py:623(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 reduction.py:204(_C)
        1    0.000    0.000    0.000    0.000 Image.py:40(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:197(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:232(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:254(PointerType)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:127(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:145(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:159(UnsharpMask)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:326(FitSolverError)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 cbook.py:285(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:650(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:1025(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1024(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:1058(__Full)
        2    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_string_or_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4200(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4204(TokenConverter)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:894(get_label)
        1    0.000    0.000    0.000    0.000 mlab.py:2992(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 ticker.py:325(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:389(FormatStrFormatter)
        3    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
        1    0.000    0.000    0.000    0.000 patches.py:2406(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2883(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3041(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:3434(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3478(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3546(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3646(BracketAB)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1612(KeyEvent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1074(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1907(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1911(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1935(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1944(VCentered)
        1    0.000    0.000    0.000    0.000 figure.py:97(<listcomp>)
        1    0.000    0.000    0.000    0.000 dates.py:1260(HourLocator)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1744(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:134(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:377(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 scale.py:116(Log10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:151(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:167(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 polar.py:169(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 animation.py:623(AVConvWriter)
        1    0.000    0.000    0.000    0.000 animation.py:633(AVConvFileWriter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _import_tools.py:340(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:389(HRESULT)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 arrayprint.py:368(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:711(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:761(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:772(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:789(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:837(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:847(StructureFormat)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:614(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:93(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:160(MAError)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 sf_error.py:11(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 inspect.py:875(EndOfBlock)
        1    0.000    0.000    0.000    0.000 basic.py:888(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:739(_NQuad)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:746(_LineSearchError)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:247(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:269(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 filter_design.py:32(BadCoefficients)
